date;isPartial;type_voedsel;product;keyword;interest
2020-04-19;False;fruit;lime;limoen;57
2020-04-26;False;fruit;lime;limoen;58
2020-05-03;False;fruit;lime;limoen;71
2020-05-10;False;fruit;lime;limoen;59
2020-05-17;False;fruit;lime;limoen;75
2020-05-24;False;fruit;lime;limoen;78
2020-05-31;False;fruit;lime;limoen;92
2020-06-07;False;fruit;lime;limoen;61
2020-06-14;False;fruit;lime;limoen;58
2020-06-21;False;fruit;lime;limoen;99
2020-06-28;False;fruit;lime;limoen;66
2020-07-05;False;fruit;lime;limoen;61
2020-07-12;False;fruit;lime;limoen;58
2020-07-19;False;fruit;lime;limoen;61
2020-07-26;False;fruit;lime;limoen;92
2020-08-02;False;fruit;lime;limoen;94
2020-08-09;False;fruit;lime;limoen;86
2020-08-16;False;fruit;lime;limoen;35
2020-08-23;False;fruit;lime;limoen;49
2020-08-30;False;fruit;lime;limoen;34
2020-09-06;False;fruit;lime;limoen;36
2020-09-13;False;fruit;lime;limoen;59
2020-09-20;False;fruit;lime;limoen;40
2020-09-27;False;fruit;lime;limoen;39
2020-10-04;False;fruit;lime;limoen;24
2020-10-11;False;fruit;lime;limoen;41
2020-10-18;False;fruit;lime;limoen;42
2020-10-25;False;fruit;lime;limoen;40
2020-11-01;False;fruit;lime;limoen;38
2020-11-08;False;fruit;lime;limoen;31
2020-11-15;False;fruit;lime;limoen;39
2020-11-22;False;fruit;lime;limoen;36
2020-11-29;False;fruit;lime;limoen;36
2020-12-06;False;fruit;lime;limoen;26
2020-12-13;False;fruit;lime;limoen;29
2020-12-20;False;fruit;lime;limoen;100
2020-12-27;False;fruit;lime;limoen;60
2021-01-03;False;fruit;lime;limoen;33
2021-01-10;False;fruit;lime;limoen;55
2021-01-17;False;fruit;lime;limoen;37
2021-01-24;False;fruit;lime;limoen;58
2021-01-31;False;fruit;lime;limoen;44
2021-02-07;False;fruit;lime;limoen;43
2021-02-14;False;fruit;lime;limoen;51
2021-02-21;False;fruit;lime;limoen;55
2021-02-28;False;fruit;lime;limoen;56
2021-03-07;False;fruit;lime;limoen;46
2021-03-14;False;fruit;lime;limoen;55
2021-03-21;False;fruit;lime;limoen;35
2021-03-28;False;fruit;lime;limoen;50
2021-04-04;False;fruit;lime;limoen;31
2021-04-11;False;fruit;lime;limoen;59
2021-04-18;False;fruit;lime;limoen;71
2021-04-25;False;fruit;lime;limoen;61
2021-05-02;False;fruit;lime;limoen;59
2021-05-09;False;fruit;lime;limoen;74
2021-05-16;False;fruit;lime;limoen;56
2021-05-23;False;fruit;lime;limoen;54
2021-05-30;False;fruit;lime;limoen;86
2021-06-06;False;fruit;lime;limoen;75
2021-06-13;False;fruit;lime;limoen;84
2021-06-20;False;fruit;lime;limoen;72
2021-06-27;False;fruit;lime;limoen;78
2021-07-04;False;fruit;lime;limoen;69
2021-07-11;False;fruit;lime;limoen;55
2021-07-18;False;fruit;lime;limoen;36
2021-07-25;False;fruit;lime;limoen;42
2021-08-01;False;fruit;lime;limoen;71
2021-08-08;False;fruit;lime;limoen;53
2021-08-15;False;fruit;lime;limoen;37
2021-08-22;False;fruit;lime;limoen;59
2021-08-29;False;fruit;lime;limoen;44
2021-09-05;False;fruit;lime;limoen;51
2021-09-12;False;fruit;lime;limoen;33
2021-09-19;False;fruit;lime;limoen;40
2021-09-26;False;fruit;lime;limoen;37
2021-10-03;False;fruit;lime;limoen;49
2021-10-10;False;fruit;lime;limoen;34
2021-10-17;False;fruit;lime;limoen;35
2021-10-24;False;fruit;lime;limoen;40
2021-10-31;False;fruit;lime;limoen;53
2021-11-07;False;fruit;lime;limoen;33
2021-11-14;False;fruit;lime;limoen;33
2021-11-21;False;fruit;lime;limoen;27
2021-11-28;False;fruit;lime;limoen;33
2021-12-05;False;fruit;lime;limoen;25
2021-12-12;False;fruit;lime;limoen;30
2021-12-19;False;fruit;lime;limoen;72
2021-12-26;False;fruit;lime;limoen;75
2017-12-31;False;fruit;tangerine;mandarijn;43
2018-01-07;False;fruit;tangerine;mandarijn;82
2018-01-14;False;fruit;tangerine;mandarijn;52
2018-01-21;False;fruit;tangerine;mandarijn;44
2018-01-28;False;fruit;tangerine;mandarijn;57
2018-02-04;False;fruit;tangerine;mandarijn;42
2018-02-11;False;fruit;tangerine;mandarijn;46
2018-02-18;False;fruit;tangerine;mandarijn;50
2018-02-25;False;fruit;tangerine;mandarijn;69
2018-03-04;False;fruit;tangerine;mandarijn;55
2018-03-11;False;fruit;tangerine;mandarijn;40
2018-03-18;False;fruit;tangerine;mandarijn;54
2018-03-25;False;fruit;tangerine;mandarijn;64
2018-04-01;False;fruit;tangerine;mandarijn;21
2018-04-08;False;fruit;tangerine;mandarijn;54
2018-04-15;False;fruit;tangerine;mandarijn;38
2018-04-22;False;fruit;tangerine;mandarijn;36
2018-04-29;False;fruit;tangerine;mandarijn;36
2018-05-06;False;fruit;tangerine;mandarijn;35
2018-05-13;False;fruit;tangerine;mandarijn;35
2018-05-20;False;fruit;tangerine;mandarijn;37
2018-05-27;False;fruit;tangerine;mandarijn;30
2018-06-03;False;fruit;tangerine;mandarijn;37
2018-06-10;False;fruit;tangerine;mandarijn;17
2018-06-17;False;fruit;tangerine;mandarijn;19
2018-06-24;False;fruit;tangerine;mandarijn;21
2018-07-01;False;fruit;tangerine;mandarijn;26
2018-07-08;False;fruit;tangerine;mandarijn;39
2018-07-15;False;fruit;tangerine;mandarijn;35
2018-07-22;False;fruit;tangerine;mandarijn;13
2018-07-29;False;fruit;tangerine;mandarijn;35
2018-08-05;False;fruit;tangerine;mandarijn;25
2018-08-12;False;fruit;tangerine;mandarijn;28
2018-08-19;False;fruit;tangerine;mandarijn;29
2018-08-26;False;fruit;tangerine;mandarijn;31
2018-09-02;False;fruit;tangerine;mandarijn;49
2018-09-09;False;fruit;tangerine;mandarijn;36
2018-09-16;False;fruit;tangerine;mandarijn;29
2018-09-23;False;fruit;tangerine;mandarijn;39
2018-09-30;False;fruit;tangerine;mandarijn;48
2018-10-07;False;fruit;tangerine;mandarijn;39
2018-10-14;False;fruit;tangerine;mandarijn;57
2018-10-21;False;fruit;tangerine;mandarijn;41
2018-10-28;False;fruit;tangerine;mandarijn;59
2018-11-04;False;fruit;tangerine;mandarijn;56
2018-11-11;False;fruit;tangerine;mandarijn;42
2018-11-18;False;fruit;tangerine;mandarijn;54
2018-11-25;False;fruit;tangerine;mandarijn;57
2018-12-02;False;fruit;tangerine;mandarijn;72
2018-12-09;False;fruit;tangerine;mandarijn;61
2018-12-16;False;fruit;tangerine;mandarijn;66
2018-12-23;False;fruit;tangerine;mandarijn;78
2018-12-30;False;fruit;tangerine;mandarijn;74
2019-01-06;False;fruit;tangerine;mandarijn;62
2019-01-13;False;fruit;tangerine;mandarijn;67
2019-01-20;False;fruit;tangerine;mandarijn;54
2019-01-27;False;fruit;tangerine;mandarijn;73
2019-02-03;False;fruit;tangerine;mandarijn;48
2019-02-10;False;fruit;tangerine;mandarijn;62
2019-02-17;False;fruit;tangerine;mandarijn;34
2019-02-24;False;fruit;tangerine;mandarijn;54
2019-03-03;False;fruit;tangerine;mandarijn;49
2019-03-10;False;fruit;tangerine;mandarijn;43
2019-03-17;False;fruit;tangerine;mandarijn;52
2019-03-24;False;fruit;tangerine;mandarijn;46
2019-03-31;False;fruit;tangerine;mandarijn;49
2019-04-07;False;fruit;tangerine;mandarijn;44
2019-04-14;False;fruit;tangerine;mandarijn;43
2019-04-21;False;fruit;tangerine;mandarijn;52
2019-04-28;False;fruit;tangerine;mandarijn;24
2019-05-05;False;fruit;tangerine;mandarijn;49
2019-05-12;False;fruit;tangerine;mandarijn;26
2019-05-19;False;fruit;tangerine;mandarijn;40
2019-05-26;False;fruit;tangerine;mandarijn;32
2019-06-02;False;fruit;tangerine;mandarijn;25
2019-06-09;False;fruit;tangerine;mandarijn;25
2019-06-16;False;fruit;tangerine;mandarijn;35
2019-06-23;False;fruit;tangerine;mandarijn;53
2019-06-30;False;fruit;tangerine;mandarijn;22
2019-07-07;False;fruit;tangerine;mandarijn;27
2019-07-14;False;fruit;tangerine;mandarijn;21
2019-07-21;False;fruit;tangerine;mandarijn;28
2019-07-28;False;fruit;tangerine;mandarijn;41
2019-08-04;False;fruit;tangerine;mandarijn;37
2019-08-11;False;fruit;tangerine;mandarijn;36
2019-08-18;False;fruit;tangerine;mandarijn;54
2019-08-25;False;fruit;tangerine;mandarijn;29
2019-09-01;False;fruit;tangerine;mandarijn;34
2019-09-08;False;fruit;tangerine;mandarijn;31
2019-09-15;False;fruit;tangerine;mandarijn;19
2019-09-22;False;fruit;tangerine;mandarijn;41
2019-09-29;False;fruit;tangerine;mandarijn;52
2019-10-06;False;fruit;tangerine;mandarijn;42
2019-10-13;False;fruit;tangerine;mandarijn;47
2019-10-20;False;fruit;tangerine;mandarijn;54
2019-10-27;False;fruit;tangerine;mandarijn;62
2019-11-03;False;fruit;tangerine;mandarijn;79
2019-11-10;False;fruit;tangerine;mandarijn;64
2019-11-17;False;fruit;tangerine;mandarijn;72
2019-11-24;False;fruit;tangerine;mandarijn;68
2019-12-01;False;fruit;tangerine;mandarijn;67
2019-12-08;False;fruit;tangerine;mandarijn;56
2019-12-15;False;fruit;tangerine;mandarijn;51
2019-12-22;False;fruit;tangerine;mandarijn;99
2019-12-29;False;fruit;tangerine;mandarijn;54
2020-01-05;False;fruit;tangerine;mandarijn;63
2020-01-12;False;fruit;tangerine;mandarijn;67
2020-01-19;False;fruit;tangerine;mandarijn;67
2020-01-26;False;fruit;tangerine;mandarijn;59
2020-02-02;False;fruit;tangerine;mandarijn;73
2020-02-09;False;fruit;tangerine;mandarijn;51
2020-02-16;False;fruit;tangerine;mandarijn;43
2020-02-23;False;fruit;tangerine;mandarijn;57
2020-03-01;False;fruit;tangerine;mandarijn;61
2020-03-08;False;fruit;tangerine;mandarijn;49
2020-03-15;False;fruit;tangerine;mandarijn;48
2020-03-22;False;fruit;tangerine;mandarijn;61
2020-03-29;False;fruit;tangerine;mandarijn;57
2020-04-05;False;fruit;tangerine;mandarijn;57
2020-04-12;False;fruit;tangerine;mandarijn;53
2020-04-19;False;fruit;tangerine;mandarijn;55
2020-04-26;False;fruit;tangerine;mandarijn;61
2020-05-03;False;fruit;tangerine;mandarijn;45
2020-05-10;False;fruit;tangerine;mandarijn;47
2020-05-17;False;fruit;tangerine;mandarijn;38
2020-05-24;False;fruit;tangerine;mandarijn;42
2020-05-31;False;fruit;tangerine;mandarijn;36
2020-06-07;False;fruit;tangerine;mandarijn;19
2020-06-14;False;fruit;tangerine;mandarijn;42
2020-06-21;False;fruit;tangerine;mandarijn;30
2020-06-28;False;fruit;tangerine;mandarijn;31
2020-07-05;False;fruit;tangerine;mandarijn;21
2020-07-12;False;fruit;tangerine;mandarijn;33
2020-07-19;False;fruit;tangerine;mandarijn;20
2020-07-26;False;fruit;tangerine;mandarijn;30
2020-08-02;False;fruit;tangerine;mandarijn;35
2020-08-09;False;fruit;tangerine;mandarijn;22
2020-08-16;False;fruit;tangerine;mandarijn;40
2020-08-23;False;fruit;tangerine;mandarijn;40
2020-08-30;False;fruit;tangerine;mandarijn;47
2020-09-06;False;fruit;tangerine;mandarijn;48
2020-09-13;False;fruit;tangerine;mandarijn;36
2020-09-20;False;fruit;tangerine;mandarijn;39
2020-09-27;False;fruit;tangerine;mandarijn;56
2020-10-04;False;fruit;tangerine;mandarijn;45
2020-10-11;False;fruit;tangerine;mandarijn;61
2020-10-18;False;fruit;tangerine;mandarijn;63
2020-10-25;False;fruit;tangerine;mandarijn;69
2020-11-01;False;fruit;tangerine;mandarijn;61
2020-11-08;False;fruit;tangerine;mandarijn;83
2020-11-15;False;fruit;tangerine;mandarijn;75
2020-11-22;False;fruit;tangerine;mandarijn;79
2020-11-29;False;fruit;tangerine;mandarijn;88
2020-12-06;False;fruit;tangerine;mandarijn;78
2020-12-13;False;fruit;tangerine;mandarijn;54
2020-12-20;False;fruit;tangerine;mandarijn;100
2020-12-27;False;fruit;tangerine;mandarijn;76
2021-01-03;False;fruit;tangerine;mandarijn;59
2021-01-10;False;fruit;tangerine;mandarijn;86
2021-01-17;False;fruit;tangerine;mandarijn;83
2021-01-24;False;fruit;tangerine;mandarijn;58
2021-01-31;False;fruit;tangerine;mandarijn;74
2021-02-07;False;fruit;tangerine;mandarijn;31
2021-02-14;False;fruit;tangerine;mandarijn;62
2021-02-21;False;fruit;tangerine;mandarijn;45
2021-02-28;False;fruit;tangerine;mandarijn;59
2021-03-07;False;fruit;tangerine;mandarijn;62
2021-03-14;False;fruit;tangerine;mandarijn;45
2021-03-21;False;fruit;tangerine;mandarijn;45
2021-03-28;False;fruit;tangerine;mandarijn;51
2021-04-04;False;fruit;tangerine;mandarijn;54
2021-04-11;False;fruit;tangerine;mandarijn;51
2021-04-18;False;fruit;tangerine;mandarijn;53
2021-04-25;False;fruit;tangerine;mandarijn;51
2021-05-02;False;fruit;tangerine;mandarijn;50
2021-05-09;False;fruit;tangerine;mandarijn;34
2021-05-16;False;fruit;tangerine;mandarijn;28
2021-05-23;False;fruit;tangerine;mandarijn;29
2021-05-30;False;fruit;tangerine;mandarijn;23
2021-06-06;False;fruit;tangerine;mandarijn;33
2021-06-13;False;fruit;tangerine;mandarijn;22
2021-06-20;False;fruit;tangerine;mandarijn;35
2021-06-27;False;fruit;tangerine;mandarijn;36
2021-07-04;False;fruit;tangerine;mandarijn;36
2021-07-11;False;fruit;tangerine;mandarijn;41
2021-07-18;False;fruit;tangerine;mandarijn;44
2021-07-25;False;fruit;tangerine;mandarijn;9
2021-08-01;False;fruit;tangerine;mandarijn;48
2021-08-08;False;fruit;tangerine;mandarijn;55
2021-08-15;False;fruit;tangerine;mandarijn;48
2021-08-22;False;fruit;tangerine;mandarijn;62
2021-08-29;False;fruit;tangerine;mandarijn;26
2021-09-05;False;fruit;tangerine;mandarijn;17
2021-09-12;False;fruit;tangerine;mandarijn;50
2021-09-19;False;fruit;tangerine;mandarijn;49
2021-09-26;False;fruit;tangerine;mandarijn;64
2021-10-03;False;fruit;tangerine;mandarijn;63
2021-10-10;False;fruit;tangerine;mandarijn;48
2021-10-17;False;fruit;tangerine;mandarijn;77
2021-10-24;False;fruit;tangerine;mandarijn;49
2021-10-31;False;fruit;tangerine;mandarijn;74
2021-11-07;False;fruit;tangerine;mandarijn;62
2021-11-14;False;fruit;tangerine;mandarijn;70
2021-11-21;False;fruit;tangerine;mandarijn;33
2021-11-28;False;fruit;tangerine;mandarijn;70
2021-12-05;False;fruit;tangerine;mandarijn;73
2021-12-12;False;fruit;tangerine;mandarijn;90
2021-12-19;False;fruit;tangerine;mandarijn;70
2021-12-26;False;fruit;tangerine;mandarijn;51
2017-12-31;False;fruit;melon;meloen;22
2018-01-07;False;fruit;melon;meloen;8
2018-01-14;False;fruit;melon;meloen;9
2018-01-21;False;fruit;melon;meloen;9
2018-01-28;False;fruit;melon;meloen;13
2018-02-04;False;fruit;melon;meloen;10
2018-02-11;False;fruit;melon;meloen;13
2018-02-18;False;fruit;melon;meloen;11
2018-02-25;False;fruit;melon;meloen;10
2018-03-04;False;fruit;melon;meloen;9
2018-03-11;False;fruit;melon;meloen;12
2018-03-18;False;fruit;melon;meloen;12
2018-03-25;False;fruit;melon;meloen;16
2018-04-01;False;fruit;melon;meloen;11
2018-04-08;False;fruit;melon;meloen;18
2018-04-15;False;fruit;melon;meloen;25
2018-04-22;False;fruit;melon;meloen;21
2018-04-29;False;fruit;melon;meloen;14
2018-05-06;False;fruit;melon;meloen;31
2018-05-13;False;fruit;melon;meloen;17
2018-05-20;False;fruit;melon;meloen;30
2018-05-27;False;fruit;melon;meloen;34
2018-06-03;False;fruit;melon;meloen;42
2018-06-10;False;fruit;melon;meloen;40
2018-06-17;False;fruit;melon;meloen;46
2018-06-24;False;fruit;melon;meloen;58
2018-07-01;False;fruit;melon;meloen;72
2018-07-08;False;fruit;melon;meloen;65
2018-07-15;False;fruit;melon;meloen;84
2018-07-22;False;fruit;melon;meloen;95
2018-07-29;False;fruit;melon;meloen;83
2018-08-05;False;fruit;melon;meloen;53
2018-08-12;False;fruit;melon;meloen;33
2018-08-19;False;fruit;melon;meloen;39
2018-08-26;False;fruit;melon;meloen;39
2018-09-02;False;fruit;melon;meloen;20
2018-09-09;False;fruit;melon;meloen;19
2018-09-16;False;fruit;melon;meloen;16
2018-09-23;False;fruit;melon;meloen;16
2018-09-30;False;fruit;melon;meloen;12
2018-10-07;False;fruit;melon;meloen;18
2018-10-14;False;fruit;melon;meloen;13
2018-10-21;False;fruit;melon;meloen;12
2018-10-28;False;fruit;melon;meloen;6
2018-11-04;False;fruit;melon;meloen;14
2018-11-11;False;fruit;melon;meloen;9
2018-11-18;False;fruit;melon;meloen;13
2018-11-25;False;fruit;melon;meloen;10
2018-12-02;False;fruit;melon;meloen;13
2018-12-09;False;fruit;melon;meloen;20
2018-12-16;False;fruit;melon;meloen;50
2018-12-23;False;fruit;melon;meloen;51
2018-12-30;False;fruit;melon;meloen;19
2019-01-06;False;fruit;melon;meloen;10
2019-01-13;False;fruit;melon;meloen;20
2019-01-20;False;fruit;melon;meloen;3
2019-01-27;False;fruit;melon;meloen;6
2019-02-03;False;fruit;melon;meloen;8
2019-02-10;False;fruit;melon;meloen;9
2019-02-17;False;fruit;melon;meloen;15
2019-02-24;False;fruit;melon;meloen;17
2019-03-03;False;fruit;melon;meloen;20
2019-03-10;False;fruit;melon;meloen;25
2019-03-17;False;fruit;melon;meloen;14
2019-03-24;False;fruit;melon;meloen;18
2019-03-31;False;fruit;melon;meloen;10
2019-04-07;False;fruit;melon;meloen;17
2019-04-14;False;fruit;melon;meloen;14
2019-04-21;False;fruit;melon;meloen;22
2019-04-28;False;fruit;melon;meloen;25
2019-05-05;False;fruit;melon;meloen;22
2019-05-12;False;fruit;melon;meloen;32
2019-05-19;False;fruit;melon;meloen;26
2019-05-26;False;fruit;melon;meloen;27
2019-06-02;False;fruit;melon;meloen;39
2019-06-09;False;fruit;melon;meloen;48
2019-06-16;False;fruit;melon;meloen;40
2019-06-23;False;fruit;melon;meloen;87
2019-06-30;False;fruit;melon;meloen;59
2019-07-07;False;fruit;melon;meloen;76
2019-07-14;False;fruit;melon;meloen;51
2019-07-21;False;fruit;melon;meloen;80
2019-07-28;False;fruit;melon;meloen;55
2019-08-04;False;fruit;melon;meloen;58
2019-08-11;False;fruit;melon;meloen;48
2019-08-18;False;fruit;melon;meloen;39
2019-08-25;False;fruit;melon;meloen;51
2019-09-01;False;fruit;melon;meloen;29
2019-09-08;False;fruit;melon;meloen;19
2019-09-15;False;fruit;melon;meloen;14
2019-09-22;False;fruit;melon;meloen;18
2019-09-29;False;fruit;melon;meloen;11
2019-10-06;False;fruit;melon;meloen;11
2019-10-13;False;fruit;melon;meloen;9
2019-10-20;False;fruit;melon;meloen;10
2019-10-27;False;fruit;melon;meloen;10
2019-11-03;False;fruit;melon;meloen;9
2019-11-10;False;fruit;melon;meloen;13
2019-11-17;False;fruit;melon;meloen;7
2019-11-24;False;fruit;melon;meloen;7
2019-12-01;False;fruit;melon;meloen;11
2019-12-08;False;fruit;melon;meloen;21
2019-12-15;False;fruit;melon;meloen;34
2019-12-22;False;fruit;melon;meloen;53
2019-12-29;False;fruit;melon;meloen;15
2020-01-05;False;fruit;melon;meloen;14
2020-01-12;False;fruit;melon;meloen;18
2020-01-19;False;fruit;melon;meloen;6
2020-01-26;False;fruit;melon;meloen;11
2020-02-02;False;fruit;melon;meloen;22
2020-02-09;False;fruit;melon;meloen;20
2020-02-16;False;fruit;melon;meloen;14
2020-02-23;False;fruit;melon;meloen;12
2020-03-01;False;fruit;melon;meloen;12
2020-03-08;False;fruit;melon;meloen;12
2020-03-15;False;fruit;melon;meloen;10
2020-03-22;False;fruit;melon;meloen;13
2020-03-29;False;fruit;melon;meloen;20
2020-04-05;False;fruit;melon;meloen;31
2020-04-12;False;fruit;melon;meloen;31
2020-04-19;False;fruit;melon;meloen;30
2020-04-26;False;fruit;melon;meloen;21
2020-05-03;False;fruit;melon;meloen;32
2020-05-10;False;fruit;melon;meloen;26
2020-05-17;False;fruit;melon;meloen;38
2020-05-24;False;fruit;melon;meloen;40
2020-05-31;False;fruit;melon;meloen;42
2020-06-07;False;fruit;melon;meloen;36
2020-06-14;False;fruit;melon;meloen;47
2020-06-21;False;fruit;melon;meloen;73
2020-06-28;False;fruit;melon;meloen;59
2020-07-05;False;fruit;melon;meloen;55
2020-07-12;False;fruit;melon;meloen;68
2020-07-19;False;fruit;melon;meloen;51
2020-07-26;False;fruit;melon;meloen;54
2020-08-02;False;fruit;melon;meloen;92
2020-08-09;False;fruit;melon;meloen;100
2020-08-16;False;fruit;melon;meloen;51
2020-08-23;False;fruit;melon;meloen;39
2020-08-30;False;fruit;melon;meloen;19
2020-09-06;False;fruit;melon;meloen;22
2020-09-13;False;fruit;melon;meloen;25
2020-09-20;False;fruit;melon;meloen;14
2020-09-27;False;fruit;melon;meloen;15
2020-10-04;False;fruit;melon;meloen;11
2020-10-11;False;fruit;melon;meloen;14
2020-10-18;False;fruit;melon;meloen;13
2020-10-25;False;fruit;melon;meloen;13
2020-11-01;False;fruit;melon;meloen;10
2020-11-08;False;fruit;melon;meloen;11
2020-11-15;False;fruit;melon;meloen;7
2020-11-22;False;fruit;melon;meloen;13
2020-11-29;False;fruit;melon;meloen;17
2020-12-06;False;fruit;melon;meloen;17
2020-12-13;False;fruit;melon;meloen;17
2020-12-20;False;fruit;melon;meloen;62
2020-12-27;False;fruit;melon;meloen;20
2021-01-03;False;fruit;melon;meloen;19
2021-01-10;False;fruit;melon;meloen;16
2021-01-17;False;fruit;melon;meloen;9
2021-01-24;False;fruit;melon;meloen;12
2021-01-31;False;fruit;melon;meloen;10
2021-02-07;False;fruit;melon;meloen;12
2021-02-14;False;fruit;melon;meloen;11
2021-02-21;False;fruit;melon;meloen;13
2021-02-28;False;fruit;melon;meloen;12
2021-03-07;False;fruit;melon;meloen;13
2021-03-14;False;fruit;melon;meloen;10
2021-03-21;False;fruit;melon;meloen;20
2021-03-28;False;fruit;melon;meloen;20
2021-04-04;False;fruit;melon;meloen;18
2021-04-11;False;fruit;melon;meloen;16
2021-04-18;False;fruit;melon;meloen;16
2021-04-25;False;fruit;melon;meloen;26
2021-05-02;False;fruit;melon;meloen;10
2021-05-09;False;fruit;melon;meloen;24
2021-05-16;False;fruit;melon;meloen;21
2021-05-23;False;fruit;melon;meloen;26
2021-05-30;False;fruit;melon;meloen;45
2021-06-06;False;fruit;melon;meloen;52
2021-06-13;False;fruit;melon;meloen;56
2021-06-20;False;fruit;melon;meloen;42
2021-06-27;False;fruit;melon;meloen;45
2021-07-04;False;fruit;melon;meloen;50
2021-07-11;False;fruit;melon;meloen;61
2021-07-18;False;fruit;melon;meloen;65
2021-07-25;False;fruit;melon;meloen;45
2021-08-01;False;fruit;melon;meloen;45
2021-08-08;False;fruit;melon;meloen;57
2021-08-15;False;fruit;melon;meloen;44
2021-08-22;False;fruit;melon;meloen;39
2021-08-29;False;fruit;melon;meloen;36
2021-09-05;False;fruit;melon;meloen;30
2021-09-12;False;fruit;melon;meloen;18
2021-09-19;False;fruit;melon;meloen;18
2021-09-26;False;fruit;melon;meloen;13
2021-10-03;False;fruit;melon;meloen;15
2021-10-10;False;fruit;melon;meloen;15
2021-10-17;False;fruit;melon;meloen;6
2021-10-24;False;fruit;melon;meloen;11
2021-10-31;False;fruit;melon;meloen;5
2021-11-07;False;fruit;melon;meloen;11
2021-11-14;False;fruit;melon;meloen;8
2021-11-21;False;fruit;melon;meloen;13
2021-11-28;False;fruit;melon;meloen;16
2021-12-05;False;fruit;melon;meloen;13
2021-12-12;False;fruit;melon;meloen;19
2021-12-19;False;fruit;melon;meloen;54
2021-12-26;False;fruit;melon;meloen;26
2017-12-31;False;fruit;pear;peer;37
2018-01-07;False;fruit;pear;peer;38
2018-01-14;False;fruit;pear;peer;47
2018-01-21;False;fruit;pear;peer;60
2018-01-28;False;fruit;pear;peer;49
2018-02-04;False;fruit;pear;peer;50
2018-02-11;False;fruit;pear;peer;38
2018-02-18;False;fruit;pear;peer;34
2018-02-25;False;fruit;pear;peer;32
2018-03-04;False;fruit;pear;peer;48
2018-03-11;False;fruit;pear;peer;42
2018-03-18;False;fruit;pear;peer;48
2018-03-25;False;fruit;pear;peer;43
2018-04-01;False;fruit;pear;peer;31
2018-04-08;False;fruit;pear;peer;43
2018-04-15;False;fruit;pear;peer;42
2018-04-22;False;fruit;pear;peer;23
2018-04-29;False;fruit;pear;peer;40
2018-05-06;False;fruit;pear;peer;26
2018-05-13;False;fruit;pear;peer;28
2018-05-20;False;fruit;pear;peer;45
2018-05-27;False;fruit;pear;peer;24
2018-06-03;False;fruit;pear;peer;37
2018-06-10;False;fruit;pear;peer;33
2018-06-17;False;fruit;pear;peer;19
2018-06-24;False;fruit;pear;peer;13
2018-07-01;False;fruit;pear;peer;20
2018-07-08;False;fruit;pear;peer;37
2018-07-15;False;fruit;pear;peer;20
2018-07-22;False;fruit;pear;peer;33
2018-07-29;False;fruit;pear;peer;23
2018-08-05;False;fruit;pear;peer;19
2018-08-12;False;fruit;pear;peer;36
2018-08-19;False;fruit;pear;peer;27
2018-08-26;False;fruit;pear;peer;48
2018-09-02;False;fruit;pear;peer;46
2018-09-09;False;fruit;pear;peer;48
2018-09-16;False;fruit;pear;peer;49
2018-09-23;False;fruit;pear;peer;53
2018-09-30;False;fruit;pear;peer;54
2018-10-07;False;fruit;pear;peer;49
2018-10-14;False;fruit;pear;peer;38
2018-10-21;False;fruit;pear;peer;50
2018-10-28;False;fruit;pear;peer;40
2018-11-04;False;fruit;pear;peer;55
2018-11-11;False;fruit;pear;peer;56
2018-11-18;False;fruit;pear;peer;34
2018-11-25;False;fruit;pear;peer;47
2018-12-02;False;fruit;pear;peer;39
2018-12-09;False;fruit;pear;peer;44
2018-12-16;False;fruit;pear;peer;80
2018-12-23;False;fruit;pear;peer;76
2018-12-30;False;fruit;pear;peer;38
2019-01-06;False;fruit;pear;peer;40
2019-01-13;False;fruit;pear;peer;40
2019-01-20;False;fruit;pear;peer;32
2019-01-27;False;fruit;pear;peer;35
2019-02-03;False;fruit;pear;peer;28
2019-02-10;False;fruit;pear;peer;34
2019-02-17;False;fruit;pear;peer;28
2019-02-24;False;fruit;pear;peer;57
2019-03-03;False;fruit;pear;peer;58
2019-03-10;False;fruit;pear;peer;69
2019-03-17;False;fruit;pear;peer;41
2019-03-24;False;fruit;pear;peer;32
2019-03-31;False;fruit;pear;peer;48
2019-04-07;False;fruit;pear;peer;33
2019-04-14;False;fruit;pear;peer;50
2019-04-21;False;fruit;pear;peer;28
2019-04-28;False;fruit;pear;peer;26
2019-05-05;False;fruit;pear;peer;33
2019-05-12;False;fruit;pear;peer;25
2019-05-19;False;fruit;pear;peer;25
2019-05-26;False;fruit;pear;peer;28
2019-06-02;False;fruit;pear;peer;34
2019-06-09;False;fruit;pear;peer;25
2019-06-16;False;fruit;pear;peer;21
2019-06-23;False;fruit;pear;peer;27
2019-06-30;False;fruit;pear;peer;23
2019-07-07;False;fruit;pear;peer;19
2019-07-14;False;fruit;pear;peer;34
2019-07-21;False;fruit;pear;peer;16
2019-07-28;False;fruit;pear;peer;34
2019-08-04;False;fruit;pear;peer;36
2019-08-11;False;fruit;pear;peer;25
2019-08-18;False;fruit;pear;peer;34
2019-08-25;False;fruit;pear;peer;33
2019-09-01;False;fruit;pear;peer;14
2019-09-08;False;fruit;pear;peer;43
2019-09-15;False;fruit;pear;peer;58
2019-09-22;False;fruit;pear;peer;48
2019-09-29;False;fruit;pear;peer;49
2019-10-06;False;fruit;pear;peer;51
2019-10-13;False;fruit;pear;peer;55
